,Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,Completion Type,Year Drilled
894,Operator 26,Well 895,TFH,9787.0,30.0,163,102,1,2271369.0,49607.8571428571,2014-05-12,348.12623274161695,240.60924830155602,172.34823580977402,141.398202936664,122.731755424063,OH,48.9689622411971,-103.862107886831,CROSSLINKED (HC),538.41195,45.82,OH,2014.0
895,Operator 1,Well 896,MBH,9613.0,30.0,161,97,23,3033875.0,49446.0,2013-10-20,585.60157790927,469.000657462196,379.218715757177,330.7473153627,288.61768573307,P & P,48.749987972546904,-103.230951023176,CROSSLINKED (HC),660.0,113.11,P & P,2013.0
896,Operator 26,Well 897,MBH,6439.0,30.0,164,102,33,942400.0,25479.0,2013-10-28,152.07100591716002,128.93929432391002,103.983125136971,87.02242676601651,75.2712031558185,Cemented Liner,48.982435580975505,-103.933362949998,LINEAR GEL (HC),660.0,27.52,Cemented Liner,2013.0
897,Operator 27,Well 898,MBH,9220.0,25.0,160,101,36,2935020.0,61026.0,2014-02-24,118.770545693623,105.939075169844,95.78676309445541,87.89904302724821,81.0787858864782,P & P (cmt.),48.634245126265796,-103.67519406077601,LINEAR GEL (HC),660.0,29.59,P & P,2014.0
898,Operator 29,Well 899,TFH,9002.0,37.0,161,102,26,2843351.0,72624.0,2014-06-11,195.82511505588403,152.61889108043002,138.357440280517,125.03104682591899,106.306158229235,P & P,48.748922549220104,-103.89397211925501,SLICKWATER (HC),660.0,42.06,P & P,2014.0
899,Operator 1,Well 900,MBH,9692.0,30.0,161,97,22,3049402.0,49047.0,2013-11-09,350.0,284.001753232522,211.976769669077,176.75505880634103,155.410365987289,P & P,48.7501695721235,-103.255045573305,CROSSLINKED (HC),660.0,60.21,P & P,2013.0
900,Operator 26,Well 901,TFH,9451.0,30.0,163,103,12,2401400.0,55995.90476190481,2014-03-08,71.86061801446421,68.891080429542,63.7080867850098,59.197165607422,51.7833662064431,OH,48.9533791587706,-103.995928974417,LINEAR GEL (HC),660.0,18.97,OH,2014.0
901,Operator 1,Well 902,MBH,9505.0,30.0,161,96,10,5630369.0,85409.0,2013-11-18,213.609467455621,200.712250712251,185.557747096209,173.54079918182498,160.516655708963,P & P,48.7792028286543,-103.127983048733,CROSSLINKED (HC),660.0,60.32,P & P,2013.0
902,Operator 26,Well 903,MBH,5579.0,31.0,163,101,3,942460.0,24221.0,2013-09-21,147.337278106509,128.380451457375,100.493096646943,82.88041493169699,71.5784571553802,Cemented Liner,48.98068641361421,-103.77265367409599,SLICKWATER (HC),660.0,26.86,Cemented Liner,2013.0
905,Operator 26,Well 906,TFH,5959.0,31.0,164,101,32,2067110.0,46589.119047619,2014-06-29,165.844838921762,144.795090948937,118.748630287092,105.10263715391899,93.1541748849441,P & P (cmt.),48.9822617337978,-103.82267437620001,CROSSLINKED (HC),660.0,35.28,P & P,2014.0
906,Operator 26,Well 907,TFH,9544.0,30.0,163,102,15,1856584.0,38365.2619047619,2014-04-02,265.055884286654,241.452991452991,192.937760245453,152.067353349405,128.457155380232,OH,48.951833586845,-103.920017775523,CROSSLINKED (HC),660.0,47.59,OH,2014.0
907,Operator 27,Well 908,MBH,9889.0,25.0,160,101,8,2624021.0,69861.0,2013-09-21,210.51939513478,182.88406749945202,159.812623274162,148.48418438162,139.020381328074,P & P,48.692788335953,-103.767192484804,CROSSLINKED (HC),660.0,52.49,P & P,2013.0
908,Operator 26,Well 909,MBH,5652.0,31.0,164,101,36,936669.0,32433.0,2014-01-29,191.288625904011,141.705018628096,117.75695814157301,101.95047118124,90.99550734166121,P & P (cmt.),48.98246201406611,-103.74315616429399,CROSSLINKED (HC),660.0,35.12,P & P,2014.0
910,Operator 26,Well 911,MBH,5765.0,31.0,163,101,3,933514.0,23585.0,2013-09-03,112.36028928336599,95.7264957264957,76.703922857769,63.51450069398789,55.0597194827964,Cemented Liner,48.980658251513205,-103.781504620109,SLICKWATER (HC),590.434625,20.49,Cemented Liner,2013.0
911,Operator 26,Well 912,MBH,9796.0,43.0,163,102,1,1307240.0,31210.0,2014-01-20,260.71663379355704,229.246110015341,196.175761560377,159.708525093141,137.924611001534,P & P (cmt.),48.9686881658334,-103.86210599273701,SLICKWATER (HC),538.41195,52.94,P & P,2014.0
913,Operator 26,Well 914,MBH,5753.0,30.0,163,101,2,1943300.0,41820.190476190495,2014-03-13,133.694937541091,123.39469647162,100.24654832347099,84.819928409672,74.30418584264741,P & P (cmt.),48.9809787224827,-103.75647650609501,LINEAR GEL (HC),628.140895,27.78,P & P,2014.0
914,Operator 26,Well 915,MBH,5750.0,30.0,163,101,2,979100.0,26649.5952380952,2014-03-17,61.1439842209073,54.18584264738111,43.2117028270874,37.5557016582658,32.4923296077142,P & P (cmt.),48.9809775491804,-103.757726073124,SLICKWATER (HC),625.0753900000001,11.89,P & P,2014.0
939,Operator 26,Well 940,TFH,11021.0,30.0,163,101,13,2219400.0,53336.1666666667,2014-05-15,179.84878369493802,176.60530352838,159.171597633136,138.509021842355,121.53462634231899,OH,48.951903490358106,-103.736358877456,CROSSLINKED (HC),660.0,44.6,OH,2014.0
941,Operator 26,Well 942,MBH,8293.0,31.0,163,102,1,2480009.0,52378.09523809519,2014-08-18,197.370151216305,131.010300241069,102.323033092264,87.01877419826141,72.1975673898751,P & P (cmt.),48.9806806308688,-103.87267797351299,CROSSLINKED (HC),619.26157,29.08,P & P,2014.0
957,Operator 27,Well 958,MBH,9354.0,25.0,161,100,17,2813482.0,58220.0,2014-07-13,428.238001314924,321.345605960991,267.263861494631,245.16034772445,221.956497918036,P & P (cmt.),48.778116699235,-103.698443446601,CROSSLINKED (HC),660.0,86.36,P & P,2014.0
962,Operator 27,Well 963,MBH,9825.0,25.0,161,100,17,2952085.0,59945.0,2014-07-12,280.999342537804,260.13587552049097,232.77449046679797,214.34728614215803,186.313828621521,P & P (cmt.),48.7781180916589,-103.698879076358,CROSSLINKED (HC),660.0,73.14,P & P,2014.0
965,Operator 26,Well 966,MBH,9849.0,30.0,163,102,1,2402965.0,103674.023809524,2014-08-03,358.02103879027,337.12469866316,282.347140039448,227.9713638688,178.931076046461,P & P,48.974847852254804,-103.859670242862,SLICKWATER (HC),660.0,71.33,P & P,2014.0
967,Operator 26,Well 968,TFH,6062.0,30.0,163,102,1,2017548.0,43118.6428571429,2014-08-24,272.97830374753397,221.91540653079102,187.710935787859,168.759587990357,150.402695595003,OH,48.98068114508389,-103.872261459334,CROSSLINKED (HC),660.0,56.35,OH,2014.0
976,Operator 20,Well 977,MBH,9190.0,25.0,163,99,27,1586420.0,26895.0,2014-05-19,148.356344510191,114.705237782161,95.1183431952663,84.5240704215063,76.56695156695159,OH,48.9225455507802,-103.509505305624,CROSSLINKED (HC),660.0,28.69,OH,2014.0
994,Operator 26,Well 995,TFH,5796.0,31.0,163,102,1,2077000.0,43250.190476190495,2014-08-20,222.550953320184,194.028051720359,144.915625684856,116.925998977281,100.81634889327199,P & P (cmt.),48.980680116653794,-103.873094487692,LINEAR GEL (HC),660.0,36.89,P & P,2014.0
997,Operator 27,Well 998,MBH,9234.0,25.0,161,100,32,2926231.0,59919.0,2014-06-02,259.368836291913,225.52049090510602,202.996931843086,178.40967199941602,160.555007670392,P & P (cmt.),48.7210664252786,-103.69181204065501,LINEAR GEL (HC),660.0,60.21,P & P,2014.0
1082,Operator 30,Well 1083,MBH,8707.0,1.0,145,96,34,610420.0,23556.5238095238,2007-12-09,190.664036817883,169.373219373219,145.310103002411,128.110161443495,114.069690992768,Sleeves,47.3305299555669,-102.89370580712799,SLICKWATER (HC),660.0,41.8,Sleeves,2007.0
1091,Operator 30,Well 1092,MBH,9052.0,1.0,144,96,5,544756.0,15680.8571428571,2007-09-19,192.43918474687698,158.689458689459,138.42318650011,122.80663306304301,110.19888231426701,Sleeves,47.327432034775,-102.87575845913,SLICKWATER (HC),660.0,42.15,Sleeves,2007.0
1125,Operator 30,Well 1126,MBH,9291.0,1.0,146,94,19,506000.0,21465.0476190476,2008-10-16,403.583168967784,277.942143326759,216.79268025421902,192.409964204836,177.88187595879901,Sleeves,47.445563397688396,-102.696015713583,LINEAR GEL (HC),660.0,52.77,Sleeves,2008.0
1142,Operator 30,Well 1143,MBH,9118.0,1.0,145,93,9,561080.0,13359.0476190476,2008-05-04,218.902038132807,199.035722112645,159.878369493754,140.78457155380198,129.32007451238198,Sleeves,47.3879206709738,-102.54021766647699,LINEAR GEL (HC),660.0,43.15,Sleeves,2008.0
1155,Operator 30,Well 1156,TFH,8715.0,20.0,146,95,11,2488493.0,25960.0,2011-11-01,415.417488494412,331.602016217401,248.175542406312,209.496676163343,184.489371027833,Sleeves,47.4750875509059,-102.746093850622,CROSSLINKED (HC),512.35797,54.52,Sleeves,2011.0
1191,Operator 30,Well 1192,MBH,9250.0,1.0,146,95,23,554700.0,21155.9047619048,2008-06-25,345.98948060486504,308.623712469866,278.007889546351,248.023960844474,226.934034626342,Sleeves,47.4452716269875,-102.755881666277,CROSSLINKED (HC),660.0,50.3,Sleeves,2008.0
1215,Operator 30,Well 1216,MBH,9353.0,1.0,144,95,7,560741.0,22337.1666666667,2008-06-24,227.05456936226201,196.614069690993,164.694280078895,146.471619548543,134.903024326101,Sleeves,47.2999853968629,-102.762834308671,LINEAR GEL (HC),660.0,46.15,Sleeves,2008.0
1218,Operator 30,Well 1219,MBH,9050.0,1.0,145,93,9,543900.0,21535.3571428571,2008-10-31,194.543063773833,155.533640149025,135.848126232742,121.360216232011,111.483673022135,Sleeves,47.3875413237461,-102.530235368967,LINEAR GEL (HC),660.0,36.69,Sleeves,2008.0
1222,Operator 30,Well 1223,MBH,9233.0,1.0,145,93,8,556220.0,22024.119047619,2008-09-05,265.351742274819,190.039447731755,164.595660749507,150.299510555921,139.779202279202,Sleeves,47.38768147873321,-102.551939763771,LINEAR GEL (HC),660.0,42.47,Sleeves,2008.0
1224,Operator 30,Well 1225,MBH,8821.0,1.0,146,95,22,527140.0,22086.0,2008-05-23,506.706114398422,389.590181897874,337.552049090511,288.63686171378504,259.28117466579,Sleeves,47.4458752026186,-102.773397887485,LINEAR GEL (HC),364.85441000000003,65.67,Sleeves,2008.0
1237,Operator 30,Well 1238,MBH,9401.0,20.0,144,96,20,2488820.0,22515.0,2011-07-17,277.087442472058,227.996931843086,185.092044707429,164.902476440938,153.51742274819202,Sleeves,47.271022381472996,-102.86893531775699,CROSSLINKED (HC),660.0,57.9,Sleeves,2011.0
1239,Operator 30,Well 1240,MBH,9299.0,1.0,146,95,35,553520.0,21934.0,2008-08-21,339.74358974358995,295.83607275915,264.677843523997,237.13200379867,217.60628972167402,Sleeves,47.4161318227911,-102.752424151023,CROSSLINKED (HC),523.590525,44.57,Sleeves,2008.0
1243,Operator 30,Well 1244,MBH,8840.0,1.0,146,94,20,510000.0,20529.3571428571,2008-11-26,364.39842209073,291.299583607276,245.014245014245,220.805025933231,202.04909051062901,Sleeves,47.446141917065404,-102.68938829855101,LINEAR GEL (HC),660.0,45.18,Sleeves,2008.0
1253,Operator 30,Well 1254,MBH,9387.0,1.0,145,94,16,526000.0,22464.8333333333,2008-09-13,401.38067061144,325.071225071225,287.502739425816,266.410986923807,242.751479289941,Sleeves,47.3858060532972,-102.66558296674499,LINEAR GEL (HC),660.0,64.15,Sleeves,2008.0
1255,Operator 30,Well 1256,MBH,9213.0,1.0,144,96,22,549500.0,22422.1904761905,2008-10-08,179.355687047995,173.986412447951,169.647161954854,166.363503542991,161.848016655709,Sleeves,47.27112458853949,-102.83685513769899,SLICKWATER (HC),660.0,48.12,Sleeves,2008.0
1276,Operator 30,Well 1277,MBH,9201.0,1.0,145,93,11,552260.0,21194.380952381,2009-01-28,205.884286653517,168.628095551172,138.483453868069,121.648769084667,110.83168967784401,Sleeves,47.3871404600452,-102.487456635946,LINEAR GEL (HC),660.0,41.26,Sleeves,2009.0
1282,Operator 30,Well 1283,MBH,9251.0,1.0,146,94,7,543240.0,20533.0238095238,2008-12-18,424.45759368836303,370.830593907517,305.900723208415,265.479582146249,237.382204689897,Sleeves,47.473636872135295,-102.710013655097,LINEAR GEL (HC),660.0,46.02,Sleeves,2008.0
1303,Operator 30,Well 1304,MBH,8977.0,1.0,144,96,34,489900.0,19201.6904761905,2009-12-01,223.800131492439,197.12908174446602,170.6936226167,158.053911900066,150.394477317554,Sleeves,47.2425121575375,-102.827064064154,SLICKWATER (HC),660.0,49.28,Sleeves,2009.0
1322,Operator 30,Well 1323,MBH,8718.0,20.0,145,96,36,1838400.0,37512.0,2011-07-27,212.75476660092,172.463291694061,156.980056980057,144.860837168529,137.60683760683798,Sleeves,47.33018714819139,-102.85933257635,CROSSLINKED (HC),660.0,37.08,Sleeves,2011.0
1336,Operator 18,Well 1337,MBH,9127.0,38.0,144,94,27,2427875.0,62693.0,2012-01-30,224.26035502958598,202.158667543283,156.37738330046002,132.891372634962,118.50208196362,Sleeves,47.2695680670164,-102.57846299670099,LINEAR GEL (HC),660.0,44.06,Sleeves,2012.0
1357,Operator 30,Well 1358,MBH,9336.0,20.0,144,96,6,2546780.0,25213.0,2011-07-23,276.429980276134,199.441157133465,168.91847468770501,154.036087369421,142.143326758711,Sleeves,47.3278823518309,-102.897960010254,CROSSLINKED (HC),660.0,30.83,Sleeves,2011.0
1362,Operator 30,Well 1363,MBH,9196.0,1.0,146,93,16,635000.0,22380.952380952403,2010-01-12,418.34319526627195,352.57506026736803,276.66557089634,224.530645043466,193.87190444882802,Sleeves,47.472566344982205,-102.52982758779899,LINEAR GEL (HC),660.0,38.46,Sleeves,2010.0
1396,Operator 30,Well 1397,MBH,9176.0,16.0,146,93,8,2282940.0,34358.0,2010-05-23,497.337278106509,445.11286434363404,376.10672802980497,330.400321425962,301.797063335525,Sleeves,47.47458751881349,-102.560198907507,LINEAR GEL (HC),660.0,50.08,Sleeves,2010.0
1401,Operator 23,Well 1402,MBH,4685.0,18.0,148,97,20,3390670.0,19750.0,2010-11-07,27.6134122287968,23.361823361823397,21.668858207319698,19.745781284242803,17.9131054131054,P & P,47.6313153987899,-103.072953675888,CROSSLINKED (HC),660.0,7.15,P & P,2010.0
1407,Operator 24,Well 1408,MBH,9970.0,26.0,149,93,24,3506440.0,81136.0,2014-03-31,998.849441157133,879.684418145956,743.4582511505589,625.929578493681,526.7450142450141,P & P (cmt.),47.7168200228062,-102.52920561871201,CROSSLINKED (HC),660.0,204.81,P & P,2014.0
1459,Operator 7,Well 1460,MBH,9796.0,21.0,143,96,8,1265460.0,22181.0,2011-08-09,767.4556213017751,687.223317992549,559.116809116809,487.03703703703695,444.449923296077,OH,47.213057299335496,-102.868978163477,SLICKWATER (HC),660.0,144.89,OH,2011.0
1467,Operator 33,Well 1468,TFH,8960.0,24.0,147,93,9,967424.0,38066.0,2012-03-20,570.216962524655,454.602235371466,359.697567389875,306.088830447805,271.277120315582,Sleeves,47.5594520644325,-102.540738579451,SLICKWATER (HC),660.0,102.11,Sleeves,2012.0
1470,Operator 30,Well 1471,MBH,9623.0,15.0,146,95,23,2656420.0,24134.0,2011-04-02,369.16502301117697,269.000657462196,216.732412886259,191.40185550442,172.794762217839,Sleeves,47.44551192338861,-102.737725602678,CROSSLINKED (HC),660.0,64.25,Sleeves,2011.0
1471,Operator 7,Well 1472,MBH,9240.0,21.0,143,96,23,1830001.0,55250.0,2012-03-07,358.41551610782403,323.931623931624,275.68485645408697,236.993206223975,213.19033530572,OH,47.1969525771837,-102.804414403227,SLICKWATER (HC),660.0,61.64,OH,2012.0
1475,Operator 35,Well 1476,MBH,9037.0,24.0,148,95,27,2415060.0,58023.0,2012-09-16,651.479289940828,484.735919351304,368.441814595661,316.326977865439,283.158010081087,Sleeves,47.61619655112571,-102.764020768832,LINEAR GEL (HC),634.2614,105.14,Sleeves,2012.0
1480,Operator 34,Well 1481,MBH,2469.0,17.0,149,92,34,1820882.0,30030.6666666667,2011-04-28,684.1551610782379,420.162174008328,323.21389436774103,282.82562641537004,258.64014902476396,1 Sleeve and 16 P & P,47.6746275616023,-102.43285416636299,SLICKWATER (HC),660.0,95.05,Sleeves and P & P,2011.0
1483,Operator 18,Well 1484,MBH,10913.0,38.0,146,97,16,3993320.0,45488.0,2011-10-19,589.842209072978,371.01687486302905,288.297172912558,243.91847468770598,217.428227043612,Sleeves,47.4725123334254,-103.03554587850799,CROSSLINKED (HC),660.0,83.26,Sleeves,2011.0
1488,Operator 2,Well 1489,TFH,9633.0,24.0,148,96,36,2677370.0,64752.0,2012-03-02,495.43063773833,429.388560157791,390.636642559719,353.532033019212,329.665242165242,P & P,47.5899578987663,-102.861151968078,SLICKWATER (HC),541.808055,116.82,P & P,2012.0
1518,Operator 18,Well 1519,MBH,10065.0,25.0,147,97,8,4276054.0,67625.6904761905,2011-07-05,854.240631163708,531.087004163927,374.43019943019897,313.620425158887,279.040653079115,OH,47.5601629526121,-103.064436161631,LINEAR GEL (HC),660.0,105.27,OH,2011.0
1519,Operator 34,Well 1520,MBH,7873.0,22.0,150,93,32,2361842.0,51232.0,2011-03-05,1167.15976331361,929.6734604426911,765.5928117466581,689.115348089707,630.68704799474,P & P,47.761645496278106,-102.606178405518,LINEAR GEL (HC),513.9236549999999,229.65,P & P,2011.0
1522,Operator 24,Well 1523,MBH,7625.0,27.0,149,92,7,4070716.0,83653.0,2012-10-05,849.3754109138721,715.001095770327,560.628972167434,478.259916721455,427.07922419460897,P & P,47.742516899504395,-102.513089824426,CROSSLINKED (HC),660.0,149.58,P & P,2012.0
1538,Operator 34,Well 1539,MBH,4650.0,16.0,149,93,36,1515983.0,28352.4761904762,2011-05-20,456.04865220249803,360.837168529476,309.248301555994,271.69259989772803,249.446635985097,P & P,47.682980039925795,-102.516189944339,SLICKWATER (HC),407.18785,100.23,P & P,2011.0
1540,Operator 2,Well 1541,MBH,9336.0,18.0,149,92,25,2521911.0,51115.0,2011-07-02,405.68704799474,302.980495288188,254.991233837388,225.91862079041599,206.695156695157,OH,47.6892284934913,-102.392703902402,CROSSLINKED (HC),660.0,64.14,OH,2011.0
1544,Operator 2,Well 1545,MBH,9552.0,18.0,149,92,25,2545880.0,53724.0,2011-06-26,572.649572649573,441.847468770546,374.06311637080904,333.47213090802796,300.939623055008,OH,47.6892281524087,-102.39306971356399,CROSSLINKED (HC),660.0,103.31,OH,2011.0
1548,Operator 2,Well 1549,TFH,10534.0,18.0,148,96,19,2571120.0,49791.0,2011-04-09,268.573307034845,226.013587552049,193.567828183213,169.99415589159202,156.037694499233,P & P,47.627661812013706,-102.967135289084,CROSSLINKED (HC),660.0,59.4,P & P,2011.0
1554,Operator 30,Well 1555,MBH/TFH,10575.0,20.0,146,95,35,2988660.0,23167.0,2011-05-03,498.88231426693,332.67587113741,250.93688362919102,213.53641610051898,192.592592592593,Sleeves,47.416345701554604,-102.748295602738,CROSSLINKED (HC),660.0,68.75,Sleeves,2011.0
1562,Operator 30,Well 1563,MBH,7656.0,20.0,148,96,12,2088540.0,22184.0,2011-08-21,379.289940828402,312.820512820513,258.744247205786,224.077726641829,198.07966250273898,Sleeves,47.6498399944835,-102.84992108351601,CROSSLINKED (HC),660.0,73.2,Sleeves,2011.0
1566,Operator 30,Well 1567,TFH,10100.0,24.0,148,96,12,2704820.0,25420.0,2011-09-11,319.132149901381,270.97304404996703,219.959456497918,185.98875009131402,165.674994521148,Sleeves,47.64991691113379,-102.849752461911,CROSSLINKED (HC),660.0,63.86,Sleeves,2011.0
1573,Operator 30,Well 1574,MBH,9183.0,14.0,145,93,16,1271500.0,18632.0,2011-04-15,182.840236686391,181.28424282270402,163.456059609906,147.21674337059,137.026079333772,Sleeves,47.3852080306718,-102.542975800844,CROSSLINKED (HC),660.0,49.12,Sleeves,2011.0
1582,Operator 34,Well 1583,MBH,9398.0,25.0,150,93,33,2611252.0,54727.0,2011-03-26,565.220249835634,541.595441595442,512.18496603112,480.18116736065497,440.86127547665996,OH,47.770306311560795,-102.59788768846701,LINEAR GEL (HC),473.16545,163.35,OH,2011.0
1587,Operator 34,Well 1588,MBH,9649.0,35.0,150,93,30,3219873.0,51531.0,2011-05-07,979.1584483892179,805.741836511067,692.543282927898,593.670100080356,523.400175323252,P & P,47.7890211459162,-102.63985977424801,LINEAR GEL (HC),530.796735,194.69,P & P,2011.0
1588,Operator 2,Well 1589,MBH,9999.0,24.0,149,91,8,3507829.0,64388.0,2012-02-24,608.645627876397,411.06728029805,315.318869165023,271.670684491197,244.80878807801898,P & P,47.732514232540595,-102.355954606787,CROSSLINKED (HC),660.0,79.57,P & P,2012.0
1591,Operator 2,Well 1592,MBH,10025.0,24.0,149,91,19,2851560.0,58385.0,2011-08-04,472.320841551611,449.561691869384,386.275476660092,347.709840017532,311.423405654175,OH,47.7168118275109,-102.37358701421302,CROSSLINKED (HC),599.700065,95.26,OH,2011.0
1594,Operator 2,Well 1595,MBH,9368.0,24.0,149,91,19,2659611.0,61513.0,2011-07-25,620.611439842209,518.989699758931,420.79224194608804,362.79494484622705,325.26298487836897,OH,47.7165651071128,-102.37358534153299,CROSSLINKED (HC),600.773425,116.26,OH,2011.0
1600,Operator 2,Well 1601,TFH,10455.0,18.0,148,97,29,2755460.0,57866.0,2011-10-22,252.958579881657,230.39666885820702,202.09292132369097,181.189276061071,167.436445321061,P & P,47.6165460325901,-103.05810968589199,CROSSLINKED (HC),558.16997,66.49,P & P,2011.0
1602,Operator 2,Well 1603,MBH,9322.0,18.0,148,97,19,2479050.0,52980.0,2011-03-19,427.646285338593,316.710497479728,258.09226386149504,227.825261158595,207.05402147709802,P & P,47.6308517868604,-103.08722961575899,CROSSLINKED (HC),545.01505,76.84,P & P,2011.0
1603,Operator 34,Well 1604,TFH,7796.0,22.0,150,93,19,4232219.0,62577.4523809524,2012-04-27,838.658777120316,683.53057199211,623.646723646724,554.84695741106,499.098728906421,P & P,47.7912749906573,-102.63288563422701,LINEAR GEL (HC),660.0,169.32,P & P,2012.0
1610,Operator 32,Well 1611,MBH,9780.0,20.0,144,95,25,2185280.0,37751.0,2011-10-30,190.43392504931,162.897216743371,145.841551610782,136.56220322887,127.21619548542601,Sleeves,47.269784293712796,-102.65452681464001,CROSSLINKED (HC),660.0,57.73,Sleeves,2011.0
1612,Operator 34,Well 1613,MBH,3754.0,17.0,148,93,9,2136406.0,29175.2142857143,2011-08-19,534.22090729783,387.935568704799,307.078676309446,271.031485134049,245.438856015779,Sleeves,47.6591132853297,-102.53902835480301,LINEAR GEL (HC),660.0,92.58,Sleeves,2011.0
1617,Operator 7,Well 1618,MBH,9044.0,21.0,141,96,8,2061678.0,63388.0,2012-02-10,179.25706771860598,156.892395353934,136.056322594784,125.078530206735,113.34100372561899,OH,47.0522280083777,-102.868909240593,CROSSLINKED,660.0,40.28,OH,2012.0
1625,Operator 2,Well 1626,MBH,9494.0,24.0,148,92,14,3286788.0,56949.0,2011-11-20,333.36620644313,258.777120315582,218.99517861056302,196.690773613851,183.41277668200698,OH,47.633013270095994,-102.360989907773,CROSSLINKED (HC),660.0,58.35,OH,2011.0
1630,Operator 2,Well 1631,MBH,9967.0,30.0,148,96,4,3494590.0,75041.0,2011-10-30,860.8152531229449,704.251588866974,593.874643874644,536.752136752137,503.55577470962095,P & P,47.66613887656771,-102.90957118109101,CROSSLINKED (HC),492.5044,158.45,P & P,2011.0
1636,Operator 35,Well 1637,TFH,9599.0,27.0,148,94,20,2756160.0,76848.0,2012-08-25,645.233399079553,510.190664036818,389.787420556651,319.544890057711,274.169953977646,Sleeves,47.617798604593894,-102.689983534359,SLICKWATER (HC),660.0,96.74,Sleeves,2012.0
1639,Operator 12,Well 1640,MBH,3636.0,15.0,149,93,11,1804968.0,28760.0,2011-10-02,664.102564102564,482.829278983125,364.995616918694,310.968660968661,269.33486741179,P & P,47.74499591286679,-102.554261935198,LINEAR GEL (HC),660.0,104.91,P & P,2011.0
1640,Operator 2,Well 1641,MBH,9559.0,24.0,148,97,10,3221331.0,62737.0,2011-12-15,518.080210387903,420.51282051282095,359.527722989261,311.154941924173,280.824019285558,OH,47.64707451334289,-103.033277446278,CROSSLINKED (HC),660.0,106.62,OH,2011.0
1643,Operator 7,Well 1644,MBH,9475.0,21.0,142,97,35,1415185.0,50377.0,2012-01-03,131.755424063116,99.76988823142669,78.1503396888012,67.3460442691212,60.3605084374315,OH,47.0713121234379,-102.946251000829,CROSSLINKED (HC),660.0,21.9,OH,2012.0
1647,Operator 32,Well 1648,MBH,9603.0,20.0,144,96,36,2236976.0,54291.0,2011-11-03,356.37738330046,223.41661187814998,184.37979399517897,165.161808751552,151.093030900723,Sleeves,47.255251829657794,-102.79378944038099,CROSSLINKED (HC),660.0,66.91,Sleeves,2011.0
1648,Operator 2,Well 1649,MBH,9221.0,24.0,149,92,27,3499240.0,62007.0,2012-02-13,766.929651545036,664.453210607057,543.41989918913,468.266491343414,418.92669296515504,OH,47.6903872816696,-102.438993594921,CROSSLINKED (HC),452.010255,144.47,OH,2012.0
1655,Operator 1,Well 1656,MBH,9448.0,30.0,146,97,23,3011145.0,63005.0,2012-02-20,454.73372781065103,368.365110672803,321.625027394258,302.162320111038,282.16085908393603,P & P,47.4447583035275,-102.999913211413,LINEAR GEL (HC),660.0,104.77,P & P,2012.0
1656,Operator 7,Well 1657,MBH,8861.0,21.0,142,97,34,1326849.0,35701.0,2013-03-08,246.482577251808,200.24106947183898,171.81130834977,146.752867265688,129.500876616261,Sleeves,47.06831105223821,-102.96250534219601,SLICKWATER (HC),660.0,48.73,Sleeves,2013.0
1661,Operator 34,Well 1662,MBH,3906.0,10.0,149,92,32,1551869.0,28369.1904761905,2011-06-20,554.043392504931,427.405215866754,363.291694060925,332.350792607203,308.234714003945,P & P,47.6746396120764,-102.47658623196699,LINEAR GEL (HC),660.0,113.6,P & P,2011.0
1665,Operator 30,Well 1666,MBH,8838.0,30.0,146,93,23,2520224.0,19862.0,2012-03-03,504.503616042078,379.388560157791,328.85711154941896,288.202206150924,253.24895901819,Sleeves,47.445330370301704,-102.49886968643601,LINEAR GEL (HC),660.0,93.78,Sleeves,2012.0
1667,Operator 12,Well 1668,MBH,3646.0,15.0,149,93,16,1951538.0,29126.0,2011-10-20,359.697567389875,313.16020162174,266.381766381766,229.757469501059,203.24348016655702,P & P,47.730684648578,-102.58631480870501,CROSSLINKED (HC),660.0,78.87,P & P,2011.0
1669,Operator 7,Well 1670,TFH,9205.0,35.0,142,94,21,1262300.0,60664.0,2011-10-13,76.1669953977646,59.346920885382396,50.816348893272,47.18021769303821,44.7923515231207,OH,47.097815929545,-102.605888003709,SW-XL HYBRID,660.0,15.78,OH,2011.0
1672,Operator 30,Well 1673,TFH,8303.0,16.0,145,94,8,2008400.0,19922.0,2011-10-20,159.13872452334,146.909927679158,135.004383081306,126.079333771641,119.26638176638201,Sleeves,47.3882921114836,-102.68026428124399,CROSSLINKED,659.5801700000001,47.42,Sleeves,2011.0
1677,Operator 24,Well 1678,MBH,9420.0,24.0,149,93,24,3690800.0,78060.0,2014-04-02,749.7041420118339,689.973701512163,612.102783256629,540.755351011761,474.3699320622401,P & P (cmt.),47.71682019459271,-102.529083650273,CROSSLINKED (HC),511.92795,176.15,P & P,2014.0
1681,Operator 24,Well 1682,TFH,9214.0,24.0,149,93,24,3731209.0,87300.0,2014-04-02,269.822485207101,235.765943458251,206.42121411352198,187.668931258675,175.208196362043,P & P (cmt.),47.7168205381658,-102.528839713396,CROSSLINKED (HC),511.92795,66.32,P & P,2014.0
