,Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,Completion Type,Year Drilled
367,Operator 1,Well 368,TFH,9456.0,30.0,161,94,25,4427871.0,59709.0,2014-03-07,318.836291913215,285.31667762437,223.257725180802,187.153919205201,161.43710278325702,P & P,48.748361510935105,-102.81579541984001,CROSSLINKED (HC),660.0,63.24,P & P,2014.0
374,Operator 11,Well 375,TFH,9758.0,36.0,160,93,1,4317005.0,57025.0,2013-08-01,94.3458251150559,90.5763751917598,83.7661626123165,78.6178683614581,73.8987508218277,Sleeves,48.719651470739095,-102.635804031162,CROSSLINKED (HC),587.470405,24.92,Sleeves,2013.0
381,Operator 11,Well 382,TFH,9482.0,36.0,160,92,14,4300410.0,58474.0,2013-08-14,240.79552925706798,208.404558404558,188.335524873986,172.919862663452,158.960661845277,Sleeves,48.6775894827727,-102.52314922424499,SLICKWATER (HC),660.0,46.22,Sleeves,2013.0
382,Operator 1,Well 383,TFH,9217.0,30.0,161,94,21,4413781.0,55108.0,2014-03-16,173.767258382643,167.839140916064,158.55796625027398,142.957849368106,127.624369932062,P & P,48.751129356986596,-102.887700211994,CROSSLINKED (HC),617.73132,47.02,P & P,2014.0
385,Operator 11,Well 386,TFH,9682.0,36.0,159,92,22,4373724.0,62928.0,2013-10-22,133.92504930966498,108.49222003068199,100.18080210387899,96.12097304405,92.15154503616041,Sleeves,48.575929743805894,-102.54875712540701,SLICKWATER (HC),590.8016349999999,29.78,Sleeves,2013.0
386,Operator 11,Well 387,TFH,9533.0,36.0,159,92,30,3549808.0,47580.0,2014-03-15,167.159763313609,145.956607495069,124.682226605304,114.803857111549,106.886916502301,Sleeves,48.5748665055554,-102.607188449909,CROSSLINKED (HC),581.39262,39.15,Sleeves,2014.0
387,Operator 11,Well 388,TFH,10048.0,36.0,159,92,30,3570706.0,55097.0,2014-03-18,165.713346482577,150.942362480824,131.69515669515698,121.00591715976299,112.037037037037,Sleeves,48.5748657818056,-102.60739508046998,LINEAR GEL (HC),578.454095,42.09,Sleeves,2014.0
496,Operator 1,Well 497,TFH,8966.0,40.0,162,97,13,1000003.0,27021.0,2012-05-05,131.163708086785,112.97392066622801,86.85623493315799,72.6897508948791,63.30265176419021,P & P,48.8634760802447,-103.217686824186,SLICKWATER (HC),660.0,22.89,P & P,2012.0
533,Operator 1,Well 534,TFH,10185.0,24.0,160,96,35,2821023.0,51058.0,2011-12-15,473.109796186719,405.226824457594,323.942581634889,257.34531375557003,219.22255095332,P & P,48.6340503444456,-103.04020589812,CROSSLINKED (HC),652.86181,79.68,P & P,2011.0
536,Operator 22,Well 537,TFH,10135.0,20.0,163,100,27,2021656.0,50397.0,2011-10-21,512.984878369494,476.429980276134,387.360289283366,344.60515742567003,321.340127109358,Sleeves,48.9229496098895,-103.65657459962401,SLICKWATER (HC),660.0,129.29,Sleeves,2011.0
537,Operator 20,Well 538,TFH,9058.0,30.0,163,99,4,2420347.0,36492.0,2012-01-16,200.78895463510798,171.520929213237,149.693184308569,133.165315216597,118.417159763314,OH,48.9805954069598,-103.540616536347,CROSSLINKED (HC),660.0,43.15,OH,2012.0
539,Operator 22,Well 540,TFH,10105.0,20.0,163,100,15,2019452.0,49902.0,2011-08-29,599.375410913872,560.9905763751921,494.625246548323,436.54759295784896,401.240959894806,Sleeves,48.9516825765561,-103.645218316389,SLICKWATER (HC),636.9481450000001,153.66,Sleeves,2011.0
540,Operator 22,Well 541,TFH,10125.0,20.0,163,99,28,1469800.0,49406.09523809519,2012-01-21,532.347140039448,432.08415516107806,321.56476002629796,262.783987142962,229.75290379136501,Sleeves,48.922581799526796,-103.547931521448,SLICKWATER (HC),613.5763,90.28,Sleeves,2012.0
541,Operator 22,Well 542,TFH,10105.0,20.0,163,99,21,1454800.0,49090.0,2011-12-20,439.44773175542394,387.519175980714,333.437431514355,304.43421725473,285.924830155599,Sleeves,48.924037394619205,-103.547430903729,SLICKWATER (HC),660.0,109.65,Sleeves,2011.0
543,Operator 20,Well 544,TFH,9427.0,26.0,163,98,18,2244670.0,28284.0,2011-09-15,444.47731755424104,428.216085908394,371.625027394258,322.287968441815,285.220797720798,OH,48.9514501698927,-103.45226626390999,CROSSLINKED (HC),660.0,105.25,OH,2011.0
551,Operator 1,Well 552,TFH,8563.0,21.0,161,96,20,2666614.0,43278.0,2011-10-07,229.026955950033,200.043830813062,162.305500767039,138.677039959091,123.586456278764,P & P,48.7497581219611,-103.17542848440901,CROSSLINKED (HC),607.828405,44.16,P & P,2011.0
579,Operator 20,Well 580,TFH,9341.0,40.0,162,98,18,1000000.0,23853.0,2012-07-16,210.453648915187,182.73065965373698,155.960990576375,137.106435824385,124.09325005478901,OH,48.864645503153106,-103.45284539982401,CROSSLINKED (HC),658.566465,43.6,OH,2012.0
580,Operator 20,Well 581,TFH,9307.0,26.0,163,99,6,2053569.0,30256.0,2012-03-22,555.456936226167,488.94367740521596,430.303528380451,379.57484111330297,329.248849441157,OH,48.98011112740021,-103.584512911378,CROSSLINKED (HC),660.0,123.11,OH,2012.0
587,Operator 1,Well 588,MBH,10083.0,40.0,162,97,13,1000245.0,25090.0,2012-05-06,251.183431952663,206.947183870261,166.814595660749,142.877492877493,125.0,P & P,48.8636131223701,-103.217686824186,CROSSLINKED (HC),660.0,46.64,P & P,2012.0
588,Operator 20,Well 589,TFH,9100.0,30.0,163,99,1,2331300.0,35282.0,2012-01-28,483.53057199210997,403.583168967784,323.487836949375,281.87595879903597,249.13434144203399,OH,48.9800093210264,-103.475670788146,CROSSLINKED (HC),660.0,90.86,OH,2012.0
591,Operator 1,Well 592,MBH,8492.0,25.0,160,95,35,2337833.0,45000.0,2012-06-01,461.932938856016,407.51698444006104,333.256629410476,277.525750602674,238.36839798378298,P & P,48.6336868730541,-102.911018035071,CROSSLINKED (HC),660.0,88.88,P & P,2012.0
593,Operator 26,Well 594,TFH,10363.0,30.0,163,101,12,2289110.0,38560.0,2012-03-26,409.335963182117,303.714661406969,272.315362699978,255.884286653517,241.222879684418,OH,48.95326313831511,-103.73296301071,CROSSLINKED (HC),577.84628,89.19,OH,2012.0
598,Operator 21,Well 599,TFH,9213.0,30.0,163,97,26,750160.0,19754.0,2012-03-18,164.792899408284,131.90883190883198,96.53736576813499,78.2416538826795,66.4639491562568,OH,48.9221382863116,-103.232183111669,CROSSLINKED (HC),660.0,24.81,OH,2012.0
600,Operator 21,Well 601,MBH,10009.0,30.0,163,97,26,756760.0,19316.0,2012-03-19,106.607495069034,96.5154503616042,75.4109138724523,61.8160566878516,53.092811746657894,OH,48.92227532225739,-103.23218121759899,CROSSLINKED (HC),660.0,18.67,OH,2012.0
601,Operator 20,Well 602,TFH,9386.0,40.0,163,99,3,1001380.0,22849.0,2012-07-23,103.813280736358,94.78413324567171,80.1939513477975,71.90079625977059,65.26134122287971,OH,48.98001607309651,-103.516955335348,CROSSLINKED (HC),660.0,24.89,OH,2012.0
604,Operator 25,Well 605,TFH,9575.0,28.0,162,100,5,2668061.0,56666.0,2011-12-28,211.998685075608,194.718387026079,182.029366644751,172.755497114471,165.74348016655702,1 Sleeve and 27 P & P,48.893845836833705,-103.690147836364,CROSSLINKED (HC),660.0,54.48,Sleeves and P & P,2011.0
607,Operator 1,Well 608,MBH,8746.0,11.0,161,96,30,1524690.0,17643.0,2012-02-25,154.70085470085502,130.59390751698402,99.10146833223759,83.38081671415,73.830265176419,P & P,48.74813745067679,-103.188651170245,CROSSLINKED (HC),660.0,27.88,P & P,2012.0
609,Operator 20,Well 610,TFH,9500.0,40.0,163,98,5,1008925.0,25009.0,2012-07-31,119.066403681788,101.479289940828,82.67039228577691,70.81233106874129,62.916392724085,OH,48.9804794982899,-103.43072143932899,CROSSLINKED (HC),660.0,22.89,OH,2012.0
611,Operator 20,Well 612,TFH,9278.0,20.0,162,98,12,2088880.0,26521.0,2012-03-19,140.105193951348,112.393162393162,92.784352399737,81.36094674556209,73.2741617357002,OH,48.86596626035521,-103.342657072826,CROSSLINKED (HC),660.0,25.05,OH,2012.0
612,Operator 19,Well 613,TFH,9253.0,30.0,160,95,24,2862940.0,50042.0,2012-10-20,200.69033530572,183.771641463949,149.753451676529,128.048067791658,113.042406311637,P & P,48.6631198670031,-102.89841449318199,LINEAR GEL (HC),660.0,44.99,P & P,2012.0
613,Operator 1,Well 614,TFH,9368.0,30.0,162,96,30,913580.0,19196.0,2012-03-16,142.406311637081,107.91146175761601,80.64321718167871,68.9093432683176,59.437321937321904,P & P,48.8351155029297,-103.192438671833,CROSSLINKED (HC),660.0,21.84,P & P,2012.0
615,Operator 20,Well 616,TFH,9979.0,26.0,162,98,12,2004501.0,28180.0,2011-12-15,373.14266929651495,314.058733289503,251.20534735919398,220.69544890057702,194.31295200526,OH,48.8658292183454,-103.342657072826,CROSSLINKED (HC),660.0,72.93,OH,2011.0
616,Operator 19,Well 617,MBH,9785.0,30.0,160,95,24,3302978.0,51185.0,2012-11-01,377.481919789612,370.841551610782,309.845496383958,263.55467893929404,226.97238658777098,P & P,48.6631228050067,-102.898199192517,LINEAR GEL (HC),660.0,84.04,P & P,2012.0
618,Operator 20,Well 619,TFH,9929.0,30.0,162,98,11,2374900.0,33346.0,2012-02-16,364.89151873767304,311.834319526627,245.710059171598,207.005624954343,182.67861056322602,OH,48.866354934545605,-103.369474557213,CROSSLINKED (HC),660.0,66.43,OH,2012.0
619,Operator 1,Well 620,MBH,10044.0,30.0,162,96,30,1350000.0,25045.0,2012-03-14,158.547008547009,111.976769669077,92.1597633136095,80.6596537365768,73.13171159325009,P & P,48.8351155029297,-103.192646350121,CROSSLINKED (HC),660.0,28.12,P & P,2012.0
622,Operator 20,Well 623,MBH,9470.0,30.0,162,98,11,2391060.0,32350.0,2012-02-19,190.69690992767897,150.208196362043,117.08853824238399,99.85754985754991,89.3573307034845,OH,48.866355451619604,-103.369682420941,CROSSLINKED (HC),660.0,29.16,OH,2012.0
626,Operator 20,Well 627,TFH,9181.0,40.0,163,99,15,989131.0,18064.0,2012-09-08,267.159763313609,178.610563225948,132.045803199649,106.311637080868,89.8148148148148,OH,48.951490858635594,-103.516702321754,CROSSLINKED (HC),612.817275,34.06,OH,2012.0
627,Operator 26,Well 628,TFH,9098.0,30.0,163,101,11,1830500.0,35299.0,2012-05-18,257.495069033531,248.90422967346,235.880999342538,219.40243991526,203.83793556870498,OH,48.9541409221426,-103.75579808919301,CROSSLINKED (HC),660.0,79.03,OH,2012.0
629,Operator 22,Well 630,TFH,8327.0,36.0,160,98,22,2026000.0,39525.0,2012-10-09,193.129520052597,160.80429541968002,127.175104098181,105.668785155965,91.1133026517642,Sleeves,48.6630814139705,-103.324776923419,CROSSLINKED (HC),660.0,34.49,Sleeves,2012.0
631,Operator 22,Well 632,TFH,10099.0,20.0,163,99,30,1500000.0,48450.0,2012-04-27,344.31295200526,314.080648696033,264.776462853386,237.48265030316298,220.23887793118598,Sleeves,48.9223613671644,-103.580232816231,SLICKWATER (HC),660.0,82.7,Sleeves,2012.0
632,Operator 26,Well 633,TFH,10237.0,30.0,163,101,4,2429819.0,51237.0,2012-08-31,290.138067061144,275.59719482796396,254.925487617795,232.89867777047297,211.17959675652,OH,48.980319154682505,-103.808281715697,LINEAR GEL (HC),609.422785,81.16,OH,2012.0
635,Operator 26,Well 636,TFH,5945.0,30.0,163,101,4,1959800.0,44920.0,2012-09-02,276.331360946746,273.2741617357,237.56300679377603,213.24421068010798,191.12426035503003,Cemented Liner,48.98031877603211,-103.807865200309,LINEAR GEL (HC),622.3021200000001,72.75,Cemented Liner,2012.0
636,Operator 22,Well 637,TFH,10135.0,20.0,163,99,30,1484800.0,53160.0,2012-04-24,555.785667324129,421.94827964058703,332.199211045365,290.919716560742,265.179158448389,Sleeves,48.922361171603605,-103.580020632761,SLICKWATER (HC),660.0,98.97,Sleeves,2012.0
638,Operator 22,Well 639,TFH,9865.0,20.0,163,101,8,1978341.0,49572.0,2012-07-24,303.484549638396,248.88231426692997,211.785009861933,190.79552925706798,175.136971290817,Sleeves,48.9571179060779,-103.81621607632601,SLICKWATER (HC),660.0,68.61,Sleeves,2012.0
639,Operator 20,Well 640,MBH,9990.0,40.0,164,99,31,1001196.0,24107.0,2012-08-29,281.328073635766,267.137847907079,231.360946745562,194.433486741179,170.827854481701,OH,48.981915243589704,-103.58264924306,CROSSLINKED (HC),608.029625,61.98,OH,2012.0
640,Operator 22,Well 641,TFH,9449.0,30.0,161,98,1,1740000.0,34394.9761904762,2012-05-27,335.272846811308,312.78763971071703,259.472934472934,219.818832639345,188.87793118562402,Sleeves,48.8066717635987,-103.342265042449,LINEAR GEL (HC),660.0,72.87,Sleeves,2012.0
642,Operator 20,Well 643,TFH,10015.0,40.0,164,99,31,997009.0,21579.0,2012-08-30,296.975673898751,267.663817663818,211.653517422748,185.071955584776,165.959894806049,OH,48.9819157022632,-103.58239926599701,CROSSLINKED (HC),660.0,60.71,OH,2012.0
644,Operator 25,Well 645,TFH,7660.0,30.0,164,100,33,1590553.0,30374.0,2012-07-15,384.41814595660696,336.850756081525,291.584483892176,263.379355687048,240.039447731755,1 Sleeve and 29 P & P,48.985346952696,-103.68280719066401,CROSSLINKED (HC),660.0,91.67,Sleeves and P & P,2012.0
645,Operator 25,Well 646,TFH,8976.0,35.0,164,100,33,1783999.0,35619.0,2012-07-16,515.811965811966,408.941485864563,364.716195485426,343.874643874644,320.249835634451,1 sleeve and 34 P & P,48.9853465567964,-103.682515544587,CROSSLINKED (HC),660.0,122.84,Sleeves and P & P,2012.0
651,Operator 22,Well 652,TFH,10027.0,26.0,163,100,1,2046000.0,50992.0,2012-06-24,602.49835634451,526.703922857769,436.86719263642306,386.887281759077,354.69537584922205,Sleeves,48.9804045934865,-103.60587822923901,SLICKWATER (HC),660.0,135.34,Sleeves,2012.0
653,Operator 22,Well 654,TFH,10038.0,20.0,163,99,19,1890067.0,51061.0,2012-04-21,330.078895463511,278.665351742275,245.18956826649102,223.018481992841,202.375082182774,Sleeves,48.924203031023,-103.586006241991,SLICKWATER (HC),660.0,75.29,Sleeves,2012.0
654,Operator 26,Well 655,TFH,7508.0,26.0,163,101,3,2048010.0,38967.0,2012-06-28,247.633136094675,228.216085908394,213.740959894806,202.315727956754,191.365329826868,Sleeves,48.980948632183,-103.776381484299,CROSSLINKED (HC),660.0,73.33,Sleeves,2012.0
656,Operator 1,Well 657,TFH,9799.0,30.0,161,95,24,3054468.0,50155.0,2013-07-30,369.132149901381,345.52925706771896,288.543721236029,248.31981883263902,219.575936883629,P & P,48.7633713355791,-102.95791089840999,CROSSLINKED (HC),660.0,85.61,P & P,2013.0
663,Operator 22,Well 664,TFH,9606.0,51.0,161,98,8,1649001.0,50046.0,2012-11-11,158.28402366863898,129.662502739426,103.407845715538,88.8852363211338,78.08459346920891,P & P,48.779300898000706,-103.430399298244,LINEAR GEL (HC),660.0,29.36,P & P,2012.0
667,Operator 22,Well 668,TFH,8965.0,30.0,161,98,8,1179350.0,34264.0,2012-07-23,156.311637080868,140.214770984002,111.691869384177,96.08809993425379,85.034516765286,Sleeves,48.7793005301618,-103.430237449126,CROSSLINKED (HC),660.0,33.82,Sleeves,2012.0
669,Operator 22,Well 670,TFH,9213.0,36.0,162,97,31,1664095.0,42918.5714285714,2012-12-20,172.813938198554,134.001753232522,101.594345825115,83.3041127912923,72.87146614069691,Sleeves,48.808431826990606,-103.319696647882,CROSSLINKED,660.0,27.12,Sleeves,2012.0
676,Operator 22,Well 677,TFH,10112.0,26.0,163,101,27,1967257.0,46855.0,2012-08-18,285.86456278764,253.090072320842,213.341003725619,192.190810139528,178.63795748411098,Sleeves,48.923140740704696,-103.789480570887,SLICKWATER (HC),660.0,69.81,Sleeves,2012.0
678,Operator 22,Well 679,TFH,9765.0,36.0,160,98,4,1241348.0,42127.0,2012-12-06,95.0361604207758,64.2559719482796,47.7427131273285,40.5873328950252,35.681021257944295,Sleeves,48.7197359990431,-103.351031608282,SLICKWATER (HC),660.0,13.95,Sleeves,2012.0
681,Operator 22,Well 682,TFH,9986.0,26.0,164,100,35,1999940.0,47825.9523809524,2013-01-16,377.74490466798204,294.762217839141,249.961648038571,231.28789539046002,217.792570677186,Sleeves,48.9826987761756,-103.628619900651,SLICKWATER (HC),660.0,82.06,Sleeves,2013.0
683,Operator 26,Well 684,TFH,10716.0,30.0,163,101,12,2527840.0,53986.0,2012-10-30,368.408941485865,340.872233179925,307.445759368836,277.57323398349,254.985754985755,OH,48.953180555044206,-103.743233362738,LINEAR GEL (HC),660.0,95.85,OH,2012.0
685,Operator 1,Well 686,MBH,9575.0,30.0,161,97,34,3173060.0,52980.0,2013-02-05,353.484549638396,253.353057199211,209.22090729783,175.582584556944,153.887245233399,P & P,48.7211537482765,-103.253178699844,SW-GEL HYBRID,660.0,58.24,P & P,2013.0
687,Operator 20,Well 688,TFH,9559.0,40.0,163,99,6,1528880.0,21339.0,2012-11-06,471.630506245891,347.764628533859,288.877931185623,240.883190883191,207.610124917817,OH,48.9806370398289,-103.592155422585,CROSSLINKED (HC),660.0,75.63,OH,2012.0
690,Operator 22,Well 691,TFH,9458.0,36.0,162,98,29,1659590.0,35549.9285714286,2012-12-19,367.357001972387,317.346044269121,242.154284461977,194.83892176199902,166.899517861056,Sleeves,48.83547285472079,-103.430864482501,SLICKWATER (HC),660.0,61.08,Sleeves,2012.0
694,Operator 22,Well 695,TFH,9916.0,20.0,163,100,1,1960420.0,48784.0,2012-11-07,298.98093359631804,260.50843743151404,227.69011615165502,212.590401051939,199.967126890204,Sleeves,48.9803885407895,-103.601483803435,SLICKWATER (HC),660.0,77.55,Sleeves,2012.0
697,Operator 25,Well 698,TFH,9180.0,32.0,164,100,36,1607280.0,43389.0,2012-11-16,441.190006574622,376.74775367083,339.54087223318,314.464168310322,295.855248739864,OH,48.987926623781995,-103.59797686005301,CROSSLINKED (HC),660.0,104.74,OH,2012.0
698,Operator 20,Well 699,TFH,9981.0,36.0,164,99,32,1398978.0,23882.0,2013-01-25,453.550295857988,316.326977865439,242.14332675871103,208.75885747680599,185.508437431514,OH,48.981930378753795,-103.566442396075,CROSSLINKED (HC),660.0,65.78,OH,2013.0
701,Operator 20,Well 702,TFH,5643.0,26.0,164,99,32,1032821.0,17322.0,2013-01-27,279.750164365549,211.735700197239,154.585798816568,124.77901965081499,107.560815253123,OH,48.981930378753795,-103.566338238955,CROSSLINKED,660.0,39.28,OH,2013.0
702,Operator 1,Well 703,MBH,10065.0,30.0,161,95,24,3023681.0,49739.0,2013-07-24,154.76660092044702,142.220030681569,123.575498575499,108.12331068741301,95.33749726057421,P & P,48.7633733717076,-102.958470833738,CROSSLINKED (HC),660.0,36.38,P & P,2013.0
706,Operator 26,Well 707,MBH,6332.0,31.0,164,101,33,931480.0,27673.0,2013-01-25,325.904010519395,281.15275038352,261.702827087442,241.237489955439,214.57100591716,Cemented Liner,48.9822728832809,-103.80175762117901,SLICKWATER (HC),660.0,81.83,Cemented Liner,2013.0
712,Operator 20,Well 713,MBH,5922.0,26.0,163,99,1,991622.0,18827.0,2013-01-16,377.021696252465,270.68814376506697,203.79684418146,169.292862882606,146.76473811089198,OH,48.980528478894904,-103.482401213643,CROSSLINKED (HC),660.0,53.27,OH,2013.0
716,Operator 20,Well 717,MBH,9516.0,40.0,163,99,1,1581597.0,29714.0,2013-01-19,377.317554240631,323.635765943458,236.878150339689,193.90021184893,169.044488275258,OH,48.9805287155513,-103.48229708482201,CROSSLINKED,660.0,62.93,OH,2013.0
719,Operator 20,Well 720,TFH,5942.0,26.0,163,99,1,1016661.0,20417.0,2013-01-23,122.978303747535,81.4924391847469,60.5358316896778,51.0665497844985,45.1703922857769,OH,48.9805289522077,-103.48219295600201,CROSSLINKED (HC),660.0,16.54,OH,2013.0
724,Operator 26,Well 725,TFH,10260.0,30.0,163,101,2,2402980.0,40421.0,2012-10-29,482.478632478632,353.353057199211,291.935130396669,264.573745342976,242.93228139382003,OH,48.9806425580881,-103.76421924250299,LINEAR GEL (HC),610.637595,90.82,OH,2012.0
729,Operator 22,Well 730,TFH,10135.0,20.0,164,100,35,1945453.0,48687.4285714286,2013-01-12,351.87376725838305,282.24852071005904,252.52027175104098,232.77449046679797,214.00394477317602,Sleeves,48.982699767754404,-103.628832381813,SLICKWATER (HC),660.0,78.35,Sleeves,2013.0
731,Operator 22,Well 732,TFH,10114.0,36.0,162,98,29,1658088.0,35718.5238095238,2013-01-02,623.5700197238659,499.32062239754504,383.81547227701105,330.119073708817,293.00898531667804,Sleeves,48.835473290929606,-103.431055541952,SLICKWATER (HC),660.0,110.86,Sleeves,2013.0
733,Operator 20,Well 734,MBH,9457.0,25.0,162,99,1,1977029.0,49969.0,2013-12-17,142.30769230769198,136.949375410914,127.70107385491998,120.76119512016899,114.595660749507,OH,48.8935022443935,-103.475494599845,SLICKWATER (HC),649.786255,43.82,OH,2013.0
734,Operator 28,Well 735,TFH,9775.0,26.0,162,101,3,2156000.0,49538.5,2013-02-05,237.11374095989498,215.49419241726898,193.403462634232,172.29892614508,152.79421433267598,OH,48.8940223173256,-103.787811243767,SLICKWATER (HC),660.0,60.24,OH,2013.0
